OrderID,CustomerID,EmployeeID,OrderDate,ShipCity,ShipCountry,TotalAmount
435,269,99,2025-03-09,East Lisaside,French Guiana,6291.860000000001
436,381,74,2023-04-15,Garciaton,Brazil,1773.2
437,371,73,2025-04-23,Lake Christopher,Tunisia,3063.78
438,115,86,2023-08-26,Port Nicholasside,French Guiana,9797.99
439,448,44,2024-09-13,Smithshire,Colombia,4892.700000000001
440,266,67,2023-06-25,Kennethton,Central African Republic,
441,353,90,2023-03-15,Wardland,Serbia,8079.119999999999
442,317,13,2025-04-11,Josephbury,Romania,3363.74
443,222,85,2023-01-13,Clarkburgh,Australia,1381.89
444,373,32,2023-10-18,Saratown,Congo,3182.09
445,247,45,2025-07-05,Melaniemouth,Afghanistan,4299.749999999999
446,340,87,2022-10-06,New Jonathanstad,Bulgaria,2823.38
447,329,50,2024-03-21,Davidstad,Namibia,2056.13
448,77,72,2024-07-24,Lake Taylor,Guadeloupe,730.12
449,457,79,2023-03-06,New Chadton,Nigeria,5612.0
450,28,2,2025-01-08,Lake Tylerport,Bulgaria,1419.87
451,330,21,2024-11-27,Loristad,Colombia,3244.05
452,259,61,2025-01-17,Danafort,Japan,5234.179999999999
453,437,64,2024-08-20,Henryport,Finland,2297.28
454,446,22,2023-04-10,West William,Canada,3874.81
455,39,97,2023-07-26,West Alfred,Vietnam,802.06
456,252,42,2025-08-22,Port Lindamouth,Chile,1424.07
457,124,43,2025-01-20,South Ryanland,Singapore,3387.68
458,497,36,2024-02-17,Mitchellborough,Palestinian Territory,
459,26,65,2024-02-09,Johnsonside,Liberia,4021.62
460,115,71,2024-01-17,Port Barbaratown,Canada,1665.1399999999999
461,330,49,2022-11-10,South Rebecca,Puerto Rico,1183.8
462,207,31,2023-07-12,Diazchester,Serbia,470.74
463,41,59,2023-11-15,Scottborough,Norway,4481.92
464,228,74,2022-10-14,Dianehaven,Uruguay,10281.689999999999
465,230,12,2025-03-20,West Jenniferside,Israel,1220.4
466,439,64,2023-02-14,Kristenberg,San Marino,345.26
467,229,41,2024-04-17,South John,Congo,5283.84
468,61,64,2023-12-24,Kathleenland,Benin,2169.49
469,382,84,2023-03-11,West Jeffrey,Suriname,2952.3599999999997
470,10,14,2023-02-03,South Joshua,Lao People's Democratic Republic,537.92
471,207,53,2025-07-15,West Kimberly,Japan,
472,19,72,2022-12-12,Martinton,Haiti,100.6
473,282,1,2025-05-08,South Catherinemouth,Congo,7502.960000000001
474,423,12,2025-02-13,Lake Anna,Somalia,
475,406,78,2025-01-11,Kimshire,Tunisia,3399.88
476,494,80,2022-12-25,Josephhaven,Burkina Faso,1847.26
477,327,39,2025-04-15,Wademouth,Cayman Islands,2550.7200000000003
478,456,66,2025-06-30,Kaufmanberg,Maldives,1550.22
479,288,27,2022-12-16,Velasquezhaven,Liechtenstein,3507.54
480,336,86,2024-12-03,Anthonyland,Mauritania,2164.08
481,234,44,2022-11-11,West Danielland,Lithuania,3858.76
482,187,7,2024-03-15,West George,Saint Lucia,
483,419,29,2025-08-21,North Meganview,Qatar,3437.76
484,433,59,2025-05-19,Port Teresamouth,Croatia,5141.56
485,170,72,2022-11-18,Dyerstad,Cape Verde,118.26
486,393,80,2024-03-13,North Carl,Mongolia,3066.95
487,308,61,2024-01-02,North Jenniferburgh,United Arab Emirates,
488,367,85,2025-04-27,New Scottview,Myanmar,4593.360000000001
489,187,92,2025-01-09,Port Zachary,Spain,8.81
490,232,15,2023-09-03,Lake Laura,Paraguay,8823.04
491,50,98,2025-05-01,Port Renee,Trinidad and Tobago,1001.25
492,338,29,2023-08-12,South Andrea,Jersey,1693.0
493,2,44,2022-09-11,North Laurastad,Falkland Islands (Malvinas),1669.06
494,182,82,2024-06-08,New Christopherland,Oman,541.44
495,494,38,2023-01-28,Torresfurt,Reunion,8495.67
496,281,67,2023-12-05,New Nathan,Holy See (Vatican City State),11664.9
497,192,90,2023-01-28,South Kristina,Colombia,676.68
498,55,6,2023-11-06,Beverlyhaven,Estonia,1627.21
499,460,22,2022-10-18,New Kenneth,Ireland,
500,253,18,2024-06-16,Joshuabury,Equatorial Guinea,5450.3
501,421,92,2022-12-03,New Kimberly,Malaysia,
502,381,93,2022-11-18,North Stephen,Macedonia,3099.42
503,210,14,2024-08-03,Tammybury,Saint Martin,10594.06
504,131,79,2024-07-07,Jamesmouth,Saint Lucia,4513.82
505,101,25,2024-02-15,West Robertborough,Mauritius,2023.12
506,62,51,2023-10-16,West Kevin,China,
507,111,59,2025-05-20,Thomasview,Somalia,2300.5
508,423,25,2024-06-06,East Stephaniefurt,Syrian Arab Republic,6816.01
509,367,44,2025-02-22,East Bradleychester,Zambia,165.57
510,56,97,2025-02-04,New Jessicachester,Central African Republic,4269.5599999999995
511,213,6,2023-04-06,North Bridgetberg,Iran,3281.25
512,475,82,2024-09-19,South Williamshire,Niger,2716.0
513,429,87,2025-08-06,Lake Megan,Belgium,7259.549999999999
514,302,16,2025-04-15,Lake Maureen,South Georgia and the South Sandwich Islands,2410.25
515,396,58,2023-12-01,Walshtown,Bahamas,3390.4
516,235,85,2025-07-27,West Marissa,Belize,3051.98
517,302,65,2025-08-08,Douglasstad,Finland,3738.78
518,69,64,2024-03-16,West Dianabury,Central African Republic,11373.16
519,3,68,2023-08-12,Markmouth,Suriname,5075.849999999999
520,377,7,2025-06-16,Cliffordchester,Czech Republic,3313.1
521,284,56,2024-11-26,Markmouth,Thailand,4672.200000000001
522,430,75,2024-10-25,Davisside,Burundi,3155.04
523,248,66,2024-06-21,South Marktown,New Caledonia,472.51
524,400,23,2024-05-05,Dawnmouth,Central African Republic,
525,355,75,2023-05-12,Port Bettyton,Marshall Islands,292.4
526,89,94,2025-06-19,Lake Nicoleberg,Indonesia,
527,418,17,2023-10-20,Esparzafort,Iran,1814.67
528,54,50,2023-10-01,Mayerton,Isle of Man,547.18
529,337,77,2024-04-12,Brittanyport,Afghanistan,10722.060000000001
530,311,42,2024-06-11,Lake Alyssa,Vietnam,
531,259,50,2023-04-23,Juliestad,Switzerland,2960.7999999999993
532,215,78,2022-12-26,Jessicabury,Nicaragua,2820.98
533,469,89,2024-11-20,South Douglas,Myanmar,2920.96
534,391,32,2023-07-27,West Yvonne,Bermuda,10435.919999999998
535,141,51,2024-01-31,Estesside,Uganda,631.18
536,494,44,2023-08-08,Davidchester,Togo,2498.2200000000003
537,497,38,2023-08-13,Danielland,Norway,461.25
538,232,18,2024-12-24,South Christopherbury,Romania,
539,71,53,2024-04-16,Jasonburgh,Cayman Islands,360.24
540,309,90,2024-07-05,Alexanderborough,Andorra,3093.2999999999997
541,454,96,2022-12-28,Port Ashley,Congo,492.59999999999997
542,263,39,2022-10-10,Newmanborough,Mauritania,8084.61
543,432,90,2024-11-27,South Wendyhaven,Honduras,702.32
544,281,41,2025-05-11,Lake Jacqueline,Samoa,
545,365,95,2023-09-16,Wagnershire,Saint Vincent and the Grenadines,1992.75
546,479,71,2022-09-06,North Jonathan,Fiji,2559.44
547,324,28,2023-01-18,North Heatherbury,Kuwait,8343.609999999999
548,103,27,2023-08-12,Adamshaven,Luxembourg,3350.6899999999996
549,320,92,2024-08-18,Heathershire,Trinidad and Tobago,8063.39
550,149,88,2024-05-01,Moorebury,South Georgia and the South Sandwich Islands,4730.58
551,177,87,2024-02-12,Jenniferborough,Gibraltar,
552,68,91,2024-07-05,Carlachester,Dominica,4901.5199999999995
553,333,23,2023-09-01,Alexanderfort,Paraguay,2709.7799999999997
554,258,70,2024-07-02,North Scottfurt,Comoros,2633.8999999999996
555,356,82,2023-03-17,Lake Keith,Sudan,2089.7599999999998
556,166,91,2025-05-09,Jonesmouth,Gibraltar,571.22
557,60,98,2024-04-04,West Seanland,Netherlands,2372.8
558,181,72,2023-12-07,Christinaberg,Vietnam,
559,246,75,2022-10-24,East Philipland,San Marino,2761.91
560,293,86,2024-05-27,Mclaughlinville,Panama,12134.609999999999
561,364,54,2025-01-23,East Jacob,Venezuela,8008.620000000001
562,346,96,2024-05-13,Sharonhaven,Monaco,3291.34
563,458,69,2023-09-28,Gonzalezbury,Cook Islands,4412.2
564,147,55,2024-08-19,Port Kellyberg,Iran,2926.26
565,414,2,2024-10-23,Martinezburgh,Nauru,2131.7200000000003
566,268,14,2023-06-08,Lake Josephport,Ethiopia,6390.11
567,13,49,2023-01-06,Mckinneyborough,Kenya,3322.1700000000005
568,75,7,2023-08-24,Port Christopherfort,Tuvalu,952.29
569,344,8,2024-12-16,Kimberlystad,Bulgaria,2226.35
570,103,35,2023-06-23,Lucasside,Oman,1504.46
571,385,21,2024-05-18,Port Frankton,Andorra,9807.800000000001
572,147,88,2024-01-24,Jessicamouth,Congo,8444.29
573,129,19,2023-12-17,East Dawn,Eritrea,1482.03
574,430,8,2023-12-03,East Raymond,Sweden,2222.45
575,354,38,2025-02-03,Port Felicialand,Saint Barthelemy,1267.1299999999999
576,105,97,2024-02-18,North Daniel,Gabon,2768.47
577,278,5,2022-12-28,Lauraport,Christmas Island,6994.61
578,184,58,2023-06-22,Mortonview,Serbia,1131.9
579,53,79,2024-03-29,East Terrimouth,Chad,11488.76
580,445,87,2025-04-22,North Aaron,Colombia,352.15000000000003
581,379,72,2024-09-07,Port Tiffany,Northern Mariana Islands,2052.2
582,443,29,2023-08-14,Murphyburgh,Australia,3450.08
583,381,83,2024-09-11,Greggburgh,Iraq,3325.25
584,288,50,2024-03-18,South Jonathonbury,Poland,9939.33
585,122,66,2023-09-08,East Seanton,Germany,2356.31
586,402,90,2023-04-02,Lisaport,Saudi Arabia,
587,148,89,2024-11-15,New Heatherland,Vietnam,3473.66
588,341,7,2023-10-09,Huangborough,United States Virgin Islands,51.81
589,475,49,2025-02-03,West Henry,Burundi,366.32
590,199,54,2024-07-18,Johnsonchester,Cambodia,11092.810000000001
591,490,88,2023-05-07,Port Angelamouth,Vanuatu,2423.09
592,161,71,2024-09-03,Port Kaylee,Mayotte,3313.1
593,28,2,2024-01-01,New Joshua,Bangladesh,11045.720000000001
594,381,33,2023-01-12,North Brian,Western Sahara,672.74
595,104,80,2023-01-24,Martinezfurt,Canada,7089.26
596,445,100,2024-12-25,North Jeffrey,Saint Barthelemy,2510.04
597,441,57,2025-08-30,Jimenezberg,Congo,4526.13
598,425,29,2023-02-22,Morganburgh,Argentina,1279.7199999999998
599,467,82,2024-04-16,South Richardshire,Vietnam,1746.6599999999999
600,361,91,2025-02-09,Lake Bryanton,Pitcairn Islands,4079.7099999999996
601,332,48,2024-05-01,Rossfort,Algeria,3186.34
602,387,76,2023-05-10,Port Robert,Portugal,1972.6299999999999
603,280,95,2024-12-03,New Jermaine,Yemen,2928.6
604,309,26,2022-09-12,Howardton,Ukraine,6492.530000000001
605,398,93,2025-06-07,West Traciview,Dominican Republic,5070.139999999999
606,494,25,2024-10-10,Bellberg,Libyan Arab Jamahiriya,5239.32
607,151,58,2023-05-03,Amyfurt,Belgium,5938.0599999999995
608,91,88,2022-10-14,Johnsmouth,Tunisia,7119.259999999999
609,39,24,2023-12-29,Weaverberg,United States Virgin Islands,6733.08
610,493,23,2023-10-15,South Katherine,Vanuatu,937.55
611,377,66,2024-01-27,East Melissa,Tonga,5995.32
612,62,49,2024-07-25,East Ernestchester,Gabon,4055.23
613,21,55,2025-04-26,East Kellyfurt,Swaziland,975.42
614,143,72,2023-08-08,Port Peggychester,Vanuatu,5901.52
615,136,17,2024-08-10,West Katherinebury,Mozambique,2552.69
616,83,75,2023-08-02,Stephanieport,South Georgia and the South Sandwich Islands,5258.59
617,434,33,2025-02-12,Hillchester,Anguilla,3882.01
618,3,43,2024-07-07,Martinshire,Armenia,680.84
619,239,91,2023-02-07,Michaelstad,Thailand,1886.2
620,480,20,2022-11-17,Traceyfort,Monaco,8058.0599999999995
621,21,20,2022-10-01,Andersonbury,Norway,9323.71
622,476,42,2025-08-27,Scottville,Niger,11641.16
623,306,7,2022-09-27,Lake Kevin,Malawi,
624,397,81,2023-10-15,West Robert,Sweden,6026.260000000001
625,316,85,2023-02-11,Holmeschester,Yemen,1207.26
626,155,63,2025-06-04,Lake Dennis,Maldives,1456.04
627,405,74,2023-10-28,Woodborough,Kazakhstan,5749.1
628,282,46,2023-04-24,Port Ericstad,Barbados,7696.539999999999
629,38,91,2022-12-30,West Bradley,Mauritania,8542.199999999999
630,163,68,2025-06-04,Colleenside,Zimbabwe,1164.52
631,113,24,2022-10-02,East Carlport,Isle of Man,1603.0
632,267,9,2023-12-04,Nolanbury,Vanuatu,2385.6
633,403,65,2025-01-26,Wallacehaven,Palestinian Territory,3864.4799999999996
634,82,54,2023-08-24,West Cynthia,Liberia,5475.610000000001
635,279,69,2024-09-19,Livingstonshire,Albania,5906.09
636,207,12,2023-05-03,Darrellmouth,Jamaica,2145.81
637,179,29,2024-12-22,Leebury,Bermuda,2146.7
638,453,28,2025-07-04,Romanside,American Samoa,8398.77
639,340,43,2023-03-31,New Pamela,Pakistan,4138.14
640,170,47,2022-12-30,Peterstown,Saint Barthelemy,172.06
641,151,28,2023-08-12,Hendersonton,Cape Verde,
642,487,97,2025-03-31,West Andrewton,United Kingdom,5804.63
643,317,68,2022-10-23,West Rachel,Namibia,9894.279999999999
644,244,72,2024-07-14,Harrisonport,Serbia,6262.33
645,422,97,2025-05-03,Bennettmouth,Sweden,223.48
646,333,2,2025-02-08,South Daniel,Bulgaria,215.24
647,59,86,2023-05-16,Port Patriciaborough,Aruba,883.72
648,178,58,2024-05-20,West Christopher,Tonga,994.4
649,124,83,2023-09-04,Lake Christopher,Holy See (Vatican City State),4525.51
650,315,80,2024-06-17,Navarrofort,Cyprus,10478.83
651,125,6,2023-02-22,North Andrew,Nigeria,3810.12
652,350,42,2023-04-06,Lake Donaldville,Gibraltar,4019.2900000000004
653,196,15,2022-10-17,Melindaton,British Indian Ocean Territory (Chagos Archipelago),2163.96
654,198,33,2023-11-03,Josephmouth,Maldives,2332.8
655,277,93,2023-12-24,Richardville,Thailand,4118.68
656,145,4,2023-03-15,East Ruthfurt,Rwanda,4415.700000000001
657,467,67,2025-07-15,West John,Kuwait,3588.01
658,421,99,2023-02-17,Baileyfurt,Italy,1147.44
659,192,66,2024-05-12,Stevenhaven,Saint Kitts and Nevis,3776.4
660,412,66,2023-10-27,Scottmouth,El Salvador,3347.04
661,229,63,2023-11-21,Sydneymouth,Cameroon,3042.29
662,23,38,2024-11-06,South Christineville,Taiwan,318.29
663,460,84,2025-07-03,South Kevin,Norfolk Island,6458.84
664,99,42,2023-01-18,West Morgan,Estonia,4357.08
665,264,11,2025-05-17,South Bradleyburgh,Guyana,4816.650000000001
666,486,13,2024-03-08,Johnshire,Philippines,8442.35
667,86,99,2024-06-05,Hammondport,Honduras,2491.21
668,276,69,2024-04-03,Matthewbury,Madagascar,4381.030000000001
669,4,81,2024-07-23,Port Stacey,Gambia,2828.4999999999995
670,34,27,2024-10-18,New Noahmouth,French Southern Territories,2514.17
671,344,81,2024-08-09,Port Valeriehaven,United Arab Emirates,4122.67
672,397,28,2024-01-26,Richardland,Sweden,3124.2299999999996
673,443,88,2024-09-27,Chelseyview,France,2349.2699999999995
674,218,14,2022-10-18,Lake Molly,New Zealand,12733.9
675,106,69,2025-02-16,North Stephentown,Mexico,3577.67
676,425,90,2025-02-08,Patrickview,Vietnam,
677,450,95,2022-10-18,Gregoryhaven,Gambia,7176.960000000001
678,397,56,2024-01-18,Marcborough,Ukraine,589.84
679,332,10,2023-08-24,West Coreyton,Moldova,3063.7299999999996
680,383,88,2024-11-16,Port Robert,Thailand,1328.67
681,79,4,2024-05-21,New Patrick,Panama,3243.63
682,236,92,2024-06-09,Claudiamouth,Jordan,3436.9
683,170,5,2025-04-25,Smithmouth,Slovakia (Slovak Republic),1781.9900000000002
684,45,10,2023-04-21,Christopherstad,Vanuatu,3516.08
685,28,23,2023-04-16,Jennifershire,Niger,
686,407,33,2022-11-27,Benjaminfort,Djibouti,7080.91
687,286,10,2025-02-07,East Scottland,Mali,2369.0
688,295,30,2024-03-06,Victoriaberg,Lithuania,336.96
689,467,34,2022-12-22,West Anthony,Faroe Islands,4387.05
690,209,50,2025-07-03,East Tonya,Malaysia,
691,231,81,2024-02-25,Port Marystad,Korea,1676.33
692,208,56,2025-06-24,Blackshire,China,6573.450000000001
693,162,3,2023-08-03,Port Carolyntown,Guyana,4900.580000000001
694,200,87,2025-02-10,Port Autumn,Norway,2897.3799999999997
695,61,69,2023-03-16,Port Johnborough,Bouvet Island (Bouvetoya),4055.71
696,4,83,2022-12-27,Stanleyview,Belgium,7425.57
697,369,80,2022-11-07,Lake Williammouth,New Caledonia,4549.58
698,33,97,2022-11-29,Port Michael,Greece,10646.57
699,382,75,2024-01-13,East Brian,Jamaica,12477.519999999999
700,24,90,2024-01-24,South Jennifershire,French Southern Territories,9271.36
701,435,10,2023-08-03,New Elainebury,Vietnam,2836.04
702,184,65,2024-08-13,Jenniferside,Norfolk Island,8220.490000000002
703,55,38,2022-12-08,Adambury,Lebanon,3405.46
704,403,88,2022-10-02,South Ian,Sierra Leone,
705,155,78,2023-04-13,Moorefort,Paraguay,4333.46
706,45,37,2024-03-20,North Ashley,Maldives,54.08
707,392,57,2025-07-10,East Taylorstad,Aruba,903.49
708,196,51,2022-12-12,Gillstad,Bahrain,
709,421,85,2023-04-26,Dominiqueburgh,Cote d'Ivoire,3031.0
710,16,61,2023-05-19,Danielleland,Germany,2577.8099999999995
711,81,69,2023-09-03,Port Emily,France,8424.880000000001
712,113,18,2025-01-11,Lake Julia,Austria,6389.9400000000005
713,383,51,2024-08-24,Port Bryan,Saudi Arabia,5608.010000000001
714,408,70,2025-03-14,East Rachelland,Lao People's Democratic Republic,12820.42
715,152,82,2023-11-27,North Charlesburgh,Yemen,3427.3
716,74,39,2024-01-02,New Nicholastown,Congo,
717,347,94,2023-07-24,New Angelachester,Slovakia (Slovak Republic),83.22
718,332,48,2023-08-27,Hartchester,Samoa,9788.52
719,491,2,2022-12-09,Josechester,Cuba,4498.66
720,284,72,2023-01-22,North Diana,Saint Vincent and the Grenadines,7227.159999999999
721,73,16,2023-09-22,Lake Andrewburgh,Ireland,4870.370000000001
722,22,1,2022-12-14,Norrisborough,Guatemala,5696.3
723,294,77,2023-03-17,North Kenneth,Cote d'Ivoire,5328.66
724,202,69,2023-10-10,Daltonfurt,Marshall Islands,4471.91
725,281,11,2022-12-08,New Kevinmouth,Madagascar,4373.55
726,157,27,2025-07-25,Jaimeport,United States Minor Outlying Islands,
727,384,95,2023-12-30,New Linda,Seychelles,6019.73
728,463,93,2023-05-20,Lake Jeremy,Angola,6767.99
729,177,28,2024-04-10,Amyfort,British Virgin Islands,4428.24
730,212,83,2024-04-12,Randolphberg,Saint Martin,4056.0800000000004
731,436,66,2024-08-24,Richardland,Tuvalu,161.6
732,73,21,2023-01-22,South Tammie,Kenya,1144.88
733,95,29,2023-04-18,Westhaven,Anguilla,250.48
734,316,33,2023-05-17,Port Courtneyborough,Fiji,
735,100,15,2023-07-19,New April,Ethiopia,2951.0699999999997
736,93,86,2022-11-09,New Katherine,Myanmar,1453.21
737,410,73,2022-12-25,Port Christopherville,Bahrain,438.4
738,437,7,2023-08-29,East Jason,British Virgin Islands,6544.58
739,436,97,2023-06-23,Michelleside,Nauru,3763.8399999999997
740,478,71,2024-05-25,Torresport,Palau,69.87
741,237,83,2025-03-14,Baileyshire,Chile,4384.93
742,282,10,2024-06-20,Wilsonfurt,Montserrat,6373.139999999999
743,149,86,2023-12-22,Lake Jamesfurt,Ukraine,2324.48
744,35,33,2025-03-29,Whiteside,Czech Republic,4700.28
745,51,26,2025-01-03,Christianport,Botswana,8741.24
746,372,75,2023-11-22,Lake Aaron,Uruguay,864.01
747,250,43,2022-10-20,Russelltown,Poland,1894.76
748,183,17,2023-01-15,North Markborough,Chad,276.02
749,344,84,2025-04-19,Jacobview,Turkey,8609.919999999998
750,121,13,2023-10-05,Lake Kathryn,Cocos (Keeling) Islands,
751,146,80,2023-04-13,Danielleberg,Svalbard & Jan Mayen Islands,2292.24
752,36,25,2025-01-22,South Trevor,Uruguay,4767.620000000001
753,163,63,2024-01-27,Hawkinsville,Saint Barthelemy,5805.61
754,231,43,2024-07-29,Hernandezhaven,Turks and Caicos Islands,79.76
755,316,85,2022-12-27,South Jeffreyland,United Arab Emirates,7961.37
756,157,89,2024-02-22,West Cynthiabury,Lao People's Democratic Republic,285.36
757,300,20,2023-11-19,Annamouth,Estonia,9544.72
758,290,73,2025-06-24,North Charles,Bouvet Island (Bouvetoya),6306.5599999999995
759,187,41,2025-03-15,Port Bryan,Tunisia,2298.2
760,491,55,2023-03-09,Hughesfurt,Congo,2815.44
761,87,1,2024-12-22,North Jasmine,Tajikistan,1819.8200000000002
762,161,32,2023-12-11,Roberthaven,Cook Islands,5814.369999999999
763,403,29,2022-12-12,South Staceymouth,Romania,172.06
764,365,95,2025-03-10,North Justin,Panama,3758.64
765,329,56,2024-11-26,New Patricia,India,6859.1
766,142,47,2023-09-05,Paultown,Honduras,1956.38
767,69,87,2024-09-26,North Tammy,Finland,7089.759999999999
768,376,43,2024-11-09,New Shannontown,Libyan Arab Jamahiriya,6948.280000000001
769,450,62,2024-09-11,East Cynthia,Timor-Leste,3307.64
770,237,58,2024-01-21,New Christinebury,Argentina,1794.27
771,184,100,2024-08-18,Gregorymouth,Kenya,1466.79
772,157,63,2023-12-29,Lake Connieshire,Kenya,4052.76
773,283,14,2023-11-10,Bethanyport,Switzerland,3845.2300000000005
774,90,83,2023-10-28,Lake Robert,Brunei Darussalam,9083.77
775,311,11,2022-09-18,East Desireebury,Ireland,
776,431,36,2025-06-06,Velezstad,Uganda,1031.28
777,440,18,2023-05-04,West Michaelport,Panama,2428.27
778,457,69,2023-08-19,West Randallberg,Burundi,1917.28
779,101,34,2023-02-27,South Brian,Ethiopia,502.75
780,376,81,2024-01-24,Port Adrianshire,Montserrat,6485.13
781,40,94,2023-11-10,Lake Matthew,Reunion,2578.19
782,39,3,2024-09-15,Albertside,Holy See (Vatican City State),9005.16
783,435,65,2022-12-27,Deborahmouth,Lesotho,4570.28
784,324,4,2023-05-01,Travisstad,Romania,5057.68
785,417,75,2022-09-24,North Gabriel,Bouvet Island (Bouvetoya),3225.01
786,297,52,2023-05-28,Richardport,Cameroon,2783.29
787,394,76,2023-12-02,East Jeffery,Nauru,5448.99
788,109,5,2024-02-26,North Bryce,Botswana,5220.04
789,283,34,2025-07-07,North Cindytown,Timor-Leste,4195.26
790,279,70,2024-03-12,Joycehaven,San Marino,5798.639999999999
791,242,84,2023-08-31,Bradleyfurt,Bangladesh,1435.6200000000001
792,397,20,2023-02-16,West Jessicafurt,Congo,
793,188,51,2025-03-10,Karaton,Martinique,4682.23
794,115,99,2025-08-20,Williamsview,Tajikistan,9009.630000000001
795,302,94,2024-07-24,Port Jessicafort,Mauritania,12287.96
796,439,38,2023-05-13,Gillespieport,Burkina Faso,
797,69,60,2024-10-14,New Jeanetteberg,Saint Barthelemy,3577.6400000000003
798,257,66,2024-10-04,Lake Pamelaborough,Switzerland,9600.12
799,47,51,2025-07-06,Ginastad,Guernsey,
800,187,65,2022-09-06,Goodwinborough,Israel,3022.08
801,6,85,2024-10-16,New Shannonfurt,Guatemala,9586.87
802,123,79,2023-11-04,North Dylanland,Antigua and Barbuda,1816.6799999999998
803,351,22,2024-03-26,West Pedrostad,Suriname,38.66
804,388,66,2022-10-18,Port Brendaport,Svalbard & Jan Mayen Islands,6841.93
805,72,58,2024-04-14,Perezshire,South Georgia and the South Sandwich Islands,
806,82,23,2023-05-03,East Maryborough,Namibia,290.17
807,290,73,2022-09-23,North Jamesview,Libyan Arab Jamahiriya,5835.47
808,338,19,2022-11-07,East Colton,United Arab Emirates,7726.76
809,377,94,2023-07-24,East Jessicabury,Comoros,11317.439999999999
810,248,46,2023-05-29,Warnermouth,Tunisia,1154.9900000000002
811,21,29,2025-02-04,Carrollmouth,San Marino,4525.81
812,390,63,2024-06-05,New William,New Caledonia,5543.470000000001
813,119,9,2024-05-03,North Rebecca,Morocco,512.49
814,136,48,2023-03-23,North Janice,Cayman Islands,2770.8
815,120,6,2025-04-18,Villarrealtown,Svalbard & Jan Mayen Islands,4826.31
816,343,27,2023-06-18,Paulfort,Paraguay,1098.48
817,266,47,2023-04-29,East Tinaport,Cyprus,782.19
818,199,61,2024-11-22,Port Loribury,Italy,
819,470,59,2024-10-19,Joshuastad,Kenya,3005.5899999999997
820,452,6,2023-04-17,Lake Lisaville,Hong Kong,3390.39
821,21,84,2023-08-30,East Gregorytown,Macao,3714.06
822,166,14,2022-09-04,Lake Michael,Comoros,3655.55
823,361,67,2023-08-19,West Thomas,Burundi,4628.74
824,325,36,2024-04-25,Lake Robertfurt,Seychelles,7359.960000000001
825,428,95,2023-12-13,Jillland,Australia,4045.28
826,135,75,2025-05-31,North Michaelmouth,Venezuela,3002.2000000000003
827,279,73,2024-05-16,Laceyport,Nigeria,6255.58
828,90,49,2024-04-20,Cameronburgh,San Marino,2916.83
829,335,49,2024-10-20,Hornton,Mali,4180.68
830,188,76,2024-11-19,Kristamouth,Cambodia,
831,335,10,2025-01-08,Mitchellborough,Lao People's Democratic Republic,2046.32
832,265,33,2023-05-23,South Jasonberg,Congo,3876.4
833,193,29,2025-03-09,North Ronald,Moldova,876.96
834,265,52,2024-01-02,East Stevenburgh,Gibraltar,2502.72
835,181,45,2023-03-11,Lake Anthonyberg,United States Virgin Islands,557.7
836,250,62,2023-01-23,Stevensmouth,Cameroon,
837,455,78,2024-07-26,Courtneyview,Kenya,3788.3999999999996
838,4,65,2023-07-20,East Sandra,United States Virgin Islands,4586.51
839,452,18,2025-01-25,West Benjaminfort,Guinea-Bissau,561.61
840,226,22,2023-03-29,West Breannachester,Cyprus,10607.01
841,118,10,2024-04-13,Lake Andre,Anguilla,1883.52
842,264,83,2023-01-08,Mccallstad,Australia,7687.76
843,144,28,2023-06-02,North Mariemouth,Dominica,6161.38
844,77,24,2024-08-08,West Kristin,Iran,1679.31
845,81,47,2025-07-26,Lake Bethanyfort,Saudi Arabia,637.2
846,309,92,2023-03-14,East Stephenburgh,Grenada,5233.82
847,419,16,2024-07-05,South Kimberlyland,British Virgin Islands,7030.21
848,339,30,2022-09-27,Robertville,Cote d'Ivoire,720.03
849,213,43,2024-11-24,South Joe,El Salvador,1548.54
850,369,15,2025-02-01,Pratttown,Libyan Arab Jamahiriya,1237.77
851,247,87,2023-09-13,Doughertyland,Thailand,386.79
852,246,62,2023-12-09,West Daniel,Senegal,2254.73
853,108,76,2023-11-25,North Melissaport,Iran,400.75
854,83,83,2023-09-19,West Beth,Palestinian Territory,
855,427,53,2023-08-29,Johnsonton,Latvia,5385.01
856,12,32,2022-11-05,Lake Kellyland,Thailand,4800.53
857,23,17,2023-04-17,Millerfurt,British Indian Ocean Territory (Chagos Archipelago),7113.650000000001
858,294,76,2024-02-16,Carlside,Austria,1203.03
859,83,18,2025-09-01,East Jennifer,Afghanistan,
860,323,66,2022-09-15,Mcdowellborough,Vanuatu,2132.53
861,21,74,2025-07-21,Millerhaven,French Southern Territories,
862,76,8,2025-08-26,Port Patrickmouth,Faroe Islands,8569.9
863,86,34,2022-10-26,Simmonsville,Sweden,2420.73
864,473,24,2022-12-01,Port Megan,Uganda,5291.28
865,265,52,2024-02-14,West Michael,Ireland,
866,307,73,2024-03-08,South Spencerberg,French Polynesia,4315.1
867,327,3,2023-12-20,Mckinneychester,Saint Vincent and the Grenadines,2774.81
868,450,93,2025-06-30,Masonton,Martinique,3107.7
869,373,85,2025-03-13,North Edwardborough,Puerto Rico,7043.21
870,421,37,2024-10-15,North Cheryl,Pitcairn Islands,
871,485,11,2023-01-29,New Carriehaven,Niger,4390.53
872,111,58,2023-12-25,Josephberg,Korea,6114.6
