PaymentID,OrderID,PaymentDate,Amount,PaymentMethod
641,77,2023-09-19,58.9,Bank Transfer
642,1200,2025-08-30,487.18,Credit Card
643,1681,2022-11-10,1435.51,Bank Transfer
644,1176,2025-08-20,25.99,PayPal
645,1368,2023-03-22,1995.02,Credit Card
646,649,2023-11-08,1573.23,Credit Card
647,524,2024-07-24,1228.91,Credit Card
648,1655,2023-10-24,1187.5,Cash
649,1904,2024-09-15,1826.9,Cash
650,1309,2024-02-04,462.89,Credit Card
651,407,2024-09-28,937.23,Cash
652,1404,2025-07-23,258.15,Cash
653,783,2024-08-19,1213.91,Bank Transfer
654,210,2022-10-08,833.56,Cash
655,1957,2024-02-19,217.16,PayPal
656,994,2023-11-02,587.58,Credit Card
657,994,2024-09-08,970.19,Bank Transfer
658,509,2023-02-18,481.93,PayPal
659,1561,2025-05-25,658.19,PayPal
660,432,2024-11-09,1479.2,Bank Transfer
661,1194,2024-11-28,1145.56,Credit Card
662,1251,2025-07-31,903.21,Credit Card
663,138,2024-12-28,1428.74,Bank Transfer
664,339,2023-10-24,1769.18,PayPal
665,54,2023-08-07,444.4,Credit Card
666,1056,2025-03-31,932.27,PayPal
667,217,2025-03-29,196.27,Credit Card
668,1723,2024-05-02,333.55,Credit Card
669,1292,2023-03-12,1610.43,Bank Transfer
670,195,2025-02-09,1702.25,Credit Card
671,482,2025-03-17,751.37,Cash
672,1845,2025-03-20,310.28,Credit Card
673,172,2022-09-19,1952.5,Credit Card
674,1497,2022-09-09,1675.83,Bank Transfer
675,1901,2025-07-12,1329.74,Credit Card
676,1670,2025-01-20,1644.29,Credit Card
677,1988,2022-10-08,1102.3,Cash
678,1832,2023-03-26,534.87,PayPal
679,330,2023-09-30,1520.51,Cash
680,1940,2023-08-27,1762.75,Bank Transfer
681,1069,2022-10-28,1036.03,PayPal
682,1170,2022-10-18,1966.05,Bank Transfer
683,897,2024-03-17,1866.36,PayPal
684,127,2023-05-24,1627.5,Bank Transfer
685,1107,2023-08-28,112.71,Cash
686,656,2023-03-07,957.09,Credit Card
687,1698,2024-08-21,1688.33,PayPal
688,779,2022-11-20,1135.59,Bank Transfer
689,1220,2023-03-08,818.39,Credit Card
690,1914,2024-05-12,332.51,Cash
691,1382,2025-05-23,1637.94,Bank Transfer
692,1621,2023-04-03,347.39,Cash
693,1147,2024-01-23,1809.55,PayPal
694,949,2025-03-04,1457.89,Cash
695,1185,2024-04-20,1887.67,Cash
696,1362,2023-06-20,1278.07,Bank Transfer
697,89,2023-11-15,1185.91,PayPal
698,1462,2024-10-01,253.47,Credit Card
699,1619,2024-04-04,1170.33,Credit Card
700,727,2022-12-23,865.76,Cash
701,1843,2022-09-27,1112.66,PayPal
702,363,2025-03-09,985.26,PayPal
703,683,2024-09-20,1451.27,Bank Transfer
704,220,2025-03-31,1562.48,Cash
705,1190,2024-08-30,1599.77,Cash
706,373,2025-08-17,599.84,Credit Card
707,1813,2023-09-08,1217.4,Cash
708,1438,2025-01-21,1286.51,Cash
709,786,2025-02-27,1102.66,Bank Transfer
710,1917,2023-05-18,1231.37,Credit Card
711,545,2024-10-31,917.06,Bank Transfer
712,311,2024-02-01,148.22,Credit Card
713,314,2025-08-21,1130.45,Credit Card
714,791,2022-12-25,301.83,Bank Transfer
715,1188,2023-09-04,1524.9,Cash
716,564,2023-10-08,1094.39,PayPal
717,1,2024-09-05,1015.02,PayPal
718,545,2024-10-04,1078.55,PayPal
719,1258,2022-11-20,101.35,Cash
720,282,2023-12-21,1970.32,Cash
721,983,2023-12-10,319.65,Cash
722,1233,2023-09-26,1159.99,Cash
723,46,2024-05-10,1254.01,Credit Card
724,183,2024-06-29,613.8,PayPal
725,1700,2023-09-20,243.63,PayPal
726,733,2023-04-26,1329.14,PayPal
727,1681,2024-10-11,1748.8,Cash
728,222,2022-09-17,480.64,Cash
729,1474,2024-06-28,827.11,Credit Card
730,700,2023-06-26,389.43,PayPal
731,90,2024-06-23,1838.33,Bank Transfer
732,1140,2024-09-03,1031.87,Cash
733,681,2024-02-24,1563.92,Credit Card
734,1864,2024-03-30,347.84,Bank Transfer
735,1537,2023-07-24,618.13,PayPal
736,537,2023-12-28,266.65,Credit Card
737,879,2023-03-30,649.41,Credit Card
738,1788,2022-09-19,402.63,Bank Transfer
739,561,2025-08-11,75.94,Cash
740,824,2023-02-10,1693.35,Cash
741,1548,2023-05-23,1485.86,Credit Card
742,1582,2024-04-04,1041.26,Bank Transfer
743,1218,2025-03-16,1085.72,Credit Card
744,1120,2025-05-09,1091.26,Credit Card
745,1775,2023-10-02,813.4,PayPal
746,199,2024-05-22,557.57,Cash
747,555,2024-07-16,839.12,Credit Card
748,1613,2023-01-18,468.42,Bank Transfer
749,1275,2025-05-01,385.72,Cash
750,1284,2025-07-21,765.53,Bank Transfer
751,1119,2024-01-22,855.93,PayPal
752,1432,2025-03-27,1951.01,Cash
753,1427,2023-01-30,1244.72,Cash
754,639,2022-11-03,1862.01,Cash
755,1162,2022-09-29,638.45,Credit Card
756,671,2023-10-12,693.76,Bank Transfer
757,643,2024-01-22,1611.09,Credit Card
758,227,2023-10-16,265.75,PayPal
759,1480,2025-01-15,1206.23,PayPal
760,120,2025-05-17,1692.74,Cash
761,740,2024-07-16,507.87,Cash
762,1821,2022-09-13,1395.64,Bank Transfer
763,233,2023-01-26,159.36,Credit Card
764,866,2022-09-30,1371.88,Credit Card
765,466,2023-10-31,1668.4,Cash
766,425,2023-02-18,854.07,PayPal
767,842,2022-11-15,1952.21,PayPal
768,205,2025-07-08,1039.04,Bank Transfer
769,672,2022-12-22,757.33,Credit Card
770,777,2022-12-06,981.31,Credit Card
771,51,2024-11-12,1196.35,Bank Transfer
772,1653,2024-04-11,289.06,Bank Transfer
773,367,2023-08-13,112.98,Cash
774,769,2023-11-09,1371.17,Bank Transfer
775,1609,2023-09-25,1808.0,Cash
776,884,2023-08-14,1005.06,Credit Card
777,670,2022-09-10,1582.57,Bank Transfer
778,332,2023-06-09,48.42,Bank Transfer
779,645,2023-12-14,858.71,Bank Transfer
780,1004,2022-11-21,1517.41,Bank Transfer
781,1101,2023-10-11,1787.08,Cash
782,1603,2025-02-19,1906.92,Bank Transfer
783,1976,2024-11-25,457.05,Credit Card
784,871,2024-09-12,279.09,Bank Transfer
785,529,2022-11-16,1601.88,Cash
786,1605,2024-09-21,279.0,PayPal
787,1578,2025-05-25,849.09,Bank Transfer
788,111,2024-04-16,234.63,Bank Transfer
789,1237,2023-10-28,1224.32,PayPal
790,1896,2024-06-28,126.32,Cash
791,329,2024-02-07,1714.04,Credit Card
792,359,2023-01-30,321.27,PayPal
793,1973,2023-02-28,1528.83,Cash
794,877,2023-09-11,1929.38,Cash
795,1422,2024-01-28,1320.16,Bank Transfer
796,822,2025-06-29,285.99,Bank Transfer
797,1256,2022-09-10,153.32,Credit Card
798,213,2023-03-09,176.55,Bank Transfer
799,1453,2023-02-23,1967.32,Credit Card
800,763,2022-09-25,1823.22,Bank Transfer
801,1093,2024-04-22,1597.83,Cash
802,123,2024-11-02,32.12,Credit Card
803,222,2024-07-11,959.68,Cash
804,986,2025-01-23,1427.71,PayPal
805,402,2022-10-23,1751.75,PayPal
806,1184,2023-02-27,1199.14,Bank Transfer
807,910,2022-11-09,1862.84,Credit Card
808,1907,2025-08-05,1607.79,Cash
809,277,2022-12-21,1988.55,Cash
810,1624,2022-09-15,540.98,PayPal
811,1308,2023-11-16,1627.74,Credit Card
812,302,2025-06-29,1466.28,PayPal
813,110,2024-07-05,423.7,Bank Transfer
814,469,2023-07-03,1476.12,Cash
815,701,2023-09-22,471.39,Bank Transfer
816,1427,2024-01-28,1185.71,Cash
817,1775,2023-10-06,1510.07,Credit Card
818,945,2023-09-06,1117.13,PayPal
819,755,2022-11-22,1967.13,PayPal
820,635,2024-08-14,273.28,PayPal
821,1032,2023-08-05,662.11,Bank Transfer
822,742,2023-05-15,1597.89,Bank Transfer
823,97,2022-10-12,82.24,Cash
824,522,2025-02-13,624.9,Bank Transfer
825,585,2024-05-01,1311.37,Bank Transfer
826,1516,2025-05-06,308.37,PayPal
827,1732,2024-07-20,1762.51,Credit Card
828,287,2025-01-16,1890.04,PayPal
829,1915,2024-07-09,1431.59,Cash
830,585,2024-11-19,1544.11,Cash
831,1398,2024-01-10,1881.37,Credit Card
832,924,2023-10-15,888.01,Cash
833,1565,2024-12-14,428.43,Bank Transfer
834,1322,2025-04-20,1290.2,PayPal
835,1003,2025-03-13,356.05,PayPal
836,1777,2025-08-28,1668.56,Cash
837,1404,2023-09-25,356.04,Credit Card
838,1839,2022-09-22,959.97,Credit Card
839,1342,2025-01-06,1094.95,Credit Card
840,1243,2023-08-19,1572.4,PayPal
841,1694,2023-08-05,102.57,Bank Transfer
842,1464,2024-08-03,1277.98,Credit Card
843,792,2025-01-14,1225.58,PayPal
844,666,2022-11-08,1443.99,PayPal
845,547,2024-06-04,1255.78,PayPal
846,678,2023-04-08,1698.59,Bank Transfer
847,25,2022-12-18,90.81,Credit Card
848,1055,2022-09-16,156.86,Cash
849,903,2023-02-24,958.86,Bank Transfer
850,1054,2024-11-10,1811.91,Cash
851,708,2023-03-21,1978.02,Bank Transfer
852,521,2023-10-14,523.7,Bank Transfer
853,536,2024-05-07,538.54,Credit Card
854,1692,2025-01-31,1072.84,Bank Transfer
855,1410,2024-11-04,150.6,PayPal
856,923,2024-09-15,1415.06,Credit Card
857,32,2025-02-24,1290.74,Bank Transfer
858,494,2024-08-23,1294.43,Credit Card
859,302,2023-03-29,1082.53,Bank Transfer
860,1791,2024-04-19,1086.96,Cash
861,1647,2025-06-25,1251.76,Cash
862,1201,2025-08-25,1064.83,PayPal
863,1813,2023-07-14,1775.72,Credit Card
864,627,2024-06-01,1986.55,Bank Transfer
865,986,2024-02-26,1165.97,PayPal
866,1716,2022-10-15,969.1,Bank Transfer
867,1720,2023-07-26,909.84,PayPal
868,520,2024-08-04,766.15,Credit Card
869,1660,2025-01-19,197.29,Cash
870,1456,2024-01-30,520.21,Bank Transfer
871,271,2023-06-09,1811.03,PayPal
872,1214,2023-02-18,910.07,PayPal
873,488,2023-01-21,1144.67,Credit Card
874,310,2024-01-23,1952.06,Cash
875,62,2022-10-26,795.96,PayPal
876,1933,2024-04-07,1765.5,PayPal
877,354,2022-12-26,1043.82,Credit Card
878,1458,2025-05-06,1164.59,PayPal
879,344,2024-10-08,308.5,Credit Card
880,1672,2024-01-07,251.61,PayPal
881,472,2023-01-17,367.94,Credit Card
882,34,2025-05-08,144.8,Cash
883,945,2024-03-12,879.26,Credit Card
884,93,2024-11-10,1821.88,Cash
885,1465,2023-11-17,784.74,Credit Card
886,1122,2025-07-14,185.55,Bank Transfer
887,388,2023-08-15,757.89,Credit Card
888,592,2024-09-21,142.19,PayPal
889,1839,2023-09-11,1115.0,Bank Transfer
890,1331,2023-08-02,503.06,Credit Card
891,1208,2022-12-13,1030.46,Credit Card
892,1611,2024-01-19,975.52,Cash
893,1604,2024-06-23,1507.13,PayPal
894,400,2024-05-22,643.43,Cash
895,1775,2024-01-22,1965.24,Bank Transfer
896,1705,2023-08-30,1359.04,Credit Card
897,72,2024-02-08,27.23,Credit Card
898,937,2024-12-05,1673.9,Cash
899,1876,2023-03-08,381.11,Bank Transfer
900,1674,2024-06-09,1634.85,Bank Transfer
901,1951,2023-01-18,1489.55,Cash
902,897,2022-10-15,1671.5,Bank Transfer
903,41,2024-02-21,1807.82,Credit Card
904,893,2024-08-22,877.04,Cash
905,865,2022-10-05,551.97,Credit Card
906,27,2024-01-13,1811.87,Cash
907,1877,2024-07-25,754.52,Credit Card
908,1452,2023-12-05,198.79,PayPal
909,578,2022-11-21,23.14,Cash
910,1110,2024-04-30,661.38,Cash
911,1258,2023-11-16,1639.53,Bank Transfer
912,1582,2024-11-18,1244.86,Credit Card
913,1071,2023-03-09,1238.05,Bank Transfer
914,1584,2023-08-30,1132.16,PayPal
915,881,2023-09-09,850.99,PayPal
916,603,2025-07-13,1116.84,Cash
917,1095,2023-09-09,1456.72,Cash
918,327,2024-11-15,789.06,Cash
919,1608,2022-11-16,50.54,PayPal
920,1106,2023-12-13,878.23,Credit Card
921,968,2023-05-13,1067.69,Cash
922,1601,2024-09-13,1236.44,Bank Transfer
923,63,2025-05-06,754.57,Cash
924,370,2025-03-22,738.78,Credit Card
925,1167,2024-07-05,919.85,Cash
926,48,2024-10-22,1392.56,PayPal
927,260,2024-01-17,64.11,Credit Card
928,272,2024-03-09,874.59,Bank Transfer
929,931,2023-05-29,1701.55,PayPal
930,779,2024-11-30,49.09,Credit Card
931,1134,2024-05-27,1712.47,Bank Transfer
932,1914,2022-09-07,295.62,Credit Card
933,1606,2022-10-14,932.75,Bank Transfer
934,1046,2025-08-17,642.42,Credit Card
935,944,2022-10-24,983.58,Bank Transfer
936,1447,2024-10-02,198.62,PayPal
937,1000,2025-06-14,607.66,PayPal
938,1606,2023-06-25,167.76,PayPal
939,575,2024-10-28,201.97,Cash
940,1926,2022-12-18,292.79,Bank Transfer
941,363,2025-03-24,342.18,Cash
942,685,2023-10-11,1034.21,Credit Card
943,921,2024-04-16,125.72,Bank Transfer
944,1477,2024-01-11,1468.19,Bank Transfer
945,1877,2024-10-21,281.14,Bank Transfer
946,1395,2022-12-05,601.42,Cash
947,1707,2023-02-02,1673.32,Bank Transfer
948,892,2024-12-24,1563.41,PayPal
949,6,2023-06-02,1692.95,PayPal
950,259,2024-05-01,1692.24,Bank Transfer
951,1018,2024-01-05,1664.4,Credit Card
952,1922,2024-11-10,1473.95,Credit Card
953,1295,2025-03-04,810.61,Bank Transfer
954,840,2024-12-27,564.72,Credit Card
955,941,2023-11-23,359.92,PayPal
956,571,2023-06-28,1698.28,Cash
957,364,2025-07-26,1016.14,Bank Transfer
958,1818,2023-08-19,1447.82,Bank Transfer
959,11,2023-12-10,135.65,Cash
960,1066,2024-11-04,1310.86,PayPal
961,330,2024-12-29,1383.92,Cash
962,493,2025-07-18,198.38,Cash
963,149,2025-03-10,791.18,Bank Transfer
964,13,2025-07-10,973.31,Credit Card
965,1611,2023-05-21,715.84,Credit Card
966,188,2025-08-04,250.01,Bank Transfer
967,1997,2024-05-15,22.03,PayPal
968,1729,2024-02-11,938.37,Credit Card
969,1672,2025-04-12,1320.74,Bank Transfer
970,381,2023-08-18,866.26,Credit Card
971,1524,2022-12-23,738.2,Cash
972,110,2024-09-12,1645.21,PayPal
973,409,2025-05-11,106.82,Cash
974,146,2024-12-05,1623.13,Bank Transfer
975,1394,2023-08-08,49.12,Cash
976,526,2022-12-21,1813.98,Credit Card
977,1797,2023-10-19,1018.28,Bank Transfer
978,1151,2024-07-02,1428.53,Bank Transfer
979,465,2023-12-15,1625.24,PayPal
980,1634,2025-02-13,1143.62,Cash
981,847,2025-03-23,1194.33,PayPal
982,1772,2025-05-30,1717.78,Bank Transfer
983,270,2025-05-27,1198.45,Bank Transfer
984,1960,2023-09-16,954.99,Credit Card
985,847,2025-03-20,1675.94,Credit Card
986,1965,2024-09-17,1256.32,PayPal
987,972,2024-10-15,420.33,Bank Transfer
988,1661,2022-12-03,1086.07,PayPal
989,1847,2023-12-01,1545.61,Credit Card
990,73,2024-05-19,530.48,Credit Card
991,315,2025-02-04,716.55,Cash
992,455,2025-08-18,1375.51,Credit Card
993,960,2023-07-31,1786.96,PayPal
994,1989,2022-09-19,1765.66,Bank Transfer
995,897,2024-11-25,526.95,PayPal
996,691,2025-01-23,1745.29,PayPal
997,862,2024-06-17,1069.28,Cash
998,1766,2024-01-26,560.56,Cash
999,80,2024-02-25,1495.76,Cash
1000,397,2024-02-14,1184.81,PayPal
1001,1470,2025-05-05,1992.98,Bank Transfer
1002,1907,2023-09-22,1093.05,PayPal
1003,1121,2023-09-22,621.21,PayPal
1004,652,2024-07-21,1604.4,Cash
1005,1887,2024-11-30,1963.17,Bank Transfer
1006,832,2022-09-29,1831.71,Credit Card
1007,678,2022-09-15,681.31,Cash
1008,1672,2025-06-25,899.78,Bank Transfer
1009,1444,2024-05-17,119.24,Bank Transfer
1010,920,2022-11-27,1247.35,Bank Transfer
1011,164,2025-02-10,741.16,Cash
1012,327,2023-03-14,427.86,PayPal
1013,1494,2023-12-14,1652.81,Credit Card
1014,1108,2024-06-07,1875.1,Bank Transfer
1015,220,2025-05-08,104.16,Bank Transfer
1016,1497,2023-08-13,74.56,Credit Card
1017,1822,2024-03-21,482.47,Credit Card
1018,206,2024-11-29,936.15,Cash
1019,195,2024-06-13,1210.03,Credit Card
1020,292,2024-02-09,670.5,Bank Transfer
1021,1443,2023-12-21,1886.01,Cash
1022,111,2025-04-21,1379.74,PayPal
1023,345,2023-01-02,1275.01,Cash
1024,1469,2025-07-16,1249.55,PayPal
1025,646,2023-03-29,1638.79,Bank Transfer
1026,1431,2024-05-08,1882.18,PayPal
1027,2,2022-12-30,1788.08,PayPal
1028,374,2025-08-17,886.72,Bank Transfer
1029,1608,2023-12-22,1591.89,Bank Transfer
1030,1786,2023-07-06,1924.72,Credit Card
1031,324,2023-01-15,1722.66,Credit Card
1032,162,2023-08-26,652.62,Bank Transfer
1033,440,2023-01-10,1728.39,PayPal
1034,1857,2024-05-17,1759.45,Bank Transfer
1035,902,2023-03-08,1274.76,Bank Transfer
1036,66,2023-02-01,887.36,Credit Card
1037,1958,2025-08-30,1672.81,Credit Card
1038,1567,2024-09-03,897.03,PayPal
1039,1730,2024-04-08,275.69,Credit Card
1040,1907,2024-06-02,720.65,Bank Transfer
1041,1319,2023-12-20,75.54,PayPal
1042,1365,2025-07-15,1506.97,Credit Card
1043,99,2024-03-27,39.25,Cash
1044,590,2025-04-05,1915.64,PayPal
1045,1987,2023-11-04,622.04,Credit Card
1046,417,2022-09-30,1386.26,Credit Card
1047,7,2023-09-14,569.32,PayPal
1048,1921,2024-03-16,82.24,PayPal
1049,878,2024-07-11,110.3,Bank Transfer
1050,132,2023-02-21,162.58,Bank Transfer
1051,1284,2023-08-06,1234.59,Credit Card
1052,1957,2025-08-17,458.34,Bank Transfer
1053,1804,2024-05-17,1238.44,PayPal
1054,1966,2024-03-03,1099.98,Bank Transfer
1055,1557,2024-06-21,1505.08,Bank Transfer
1056,1405,2025-02-10,1142.82,PayPal
1057,94,2024-10-05,735.47,Credit Card
1058,69,2024-06-02,137.46,Cash
1059,1167,2024-03-11,1882.33,Credit Card
1060,1320,2023-02-23,58.06,Cash
1061,1932,2023-05-16,1829.73,Credit Card
1062,151,2023-05-13,1102.54,Cash
1063,978,2025-04-25,540.28,PayPal
1064,981,2023-07-22,1011.89,PayPal
1065,1468,2023-05-25,1781.73,PayPal
1066,1357,2022-12-12,403.81,Bank Transfer
1067,629,2025-02-19,1170.49,Bank Transfer
1068,1766,2023-05-24,465.56,Credit Card
1069,805,2022-12-12,991.74,Cash
1070,1554,2023-08-01,1699.17,PayPal
1071,685,2022-12-11,669.62,PayPal
1072,330,2023-05-01,1273.11,Credit Card
1073,150,2022-10-27,996.6,Cash
1074,642,2023-08-08,525.11,Cash
1075,377,2023-08-12,586.02,Cash
1076,1101,2022-09-17,524.45,Credit Card
1077,1286,2023-09-29,389.8,PayPal
1078,449,2023-09-28,1582.77,Bank Transfer
1079,678,2025-01-04,1714.9,Credit Card
1080,32,2023-04-28,1479.71,Credit Card
1081,1171,2023-08-31,98.87,Cash
1082,1719,2023-05-02,1360.0,Bank Transfer
1083,501,2025-04-15,31.12,Cash
1084,1046,2024-10-01,521.49,Credit Card
1085,311,2023-12-18,1775.07,Credit Card
1086,182,2023-12-01,780.37,Cash
1087,451,2024-04-14,1593.27,Credit Card
1088,577,2022-09-25,1794.84,Bank Transfer
1089,1962,2023-01-27,1951.05,Cash
1090,685,2025-04-13,1513.39,Cash
1091,663,2024-09-23,1717.28,PayPal
1092,180,2024-10-16,358.56,Cash
1093,639,2025-08-20,351.62,Credit Card
1094,473,2023-04-27,1907.44,PayPal
1095,859,2024-04-06,1348.65,PayPal
1096,1633,2025-01-29,36.77,PayPal
1097,938,2025-05-07,752.69,PayPal
1098,160,2023-07-13,526.55,Cash
1099,1823,2023-07-19,68.83,PayPal
1100,3,2023-05-12,1816.52,Credit Card
1101,187,2023-02-13,1606.28,PayPal
1102,463,2022-11-02,1433.11,Credit Card
1103,371,2023-10-22,394.31,PayPal
1104,203,2023-11-03,1301.13,PayPal
1105,139,2023-02-23,718.09,Credit Card
1106,1070,2023-10-06,1154.24,Cash
1107,1481,2025-05-26,28.47,Bank Transfer
1108,1159,2022-09-24,207.04,Credit Card
1109,1583,2023-10-12,241.89,Cash
1110,434,2025-04-09,1080.35,Bank Transfer
1111,1127,2023-09-26,1110.19,Bank Transfer
1112,1166,2023-01-06,1504.26,Cash
1113,343,2025-04-13,1413.88,Credit Card
1114,782,2023-08-22,1120.91,Credit Card
1115,1452,2023-07-07,119.68,Bank Transfer
1116,1879,2025-04-27,487.94,PayPal
1117,138,2025-01-09,1104.03,Cash
1118,1247,2025-06-16,1886.36,Cash
1119,1842,2023-07-04,361.31,Bank Transfer
1120,680,2023-11-30,1923.66,Bank Transfer
1121,1775,2023-12-24,125.77,Credit Card
1122,1053,2023-01-10,293.44,Cash
1123,333,2022-09-25,22.41,PayPal
1124,1129,2022-09-30,443.23,Bank Transfer
1125,1100,2025-06-16,272.37,PayPal
1126,278,2024-08-04,1331.72,PayPal
1127,122,2022-09-09,518.88,Bank Transfer
1128,571,2025-07-07,984.8,Bank Transfer
1129,1342,2024-08-31,438.62,PayPal
1130,1894,2024-08-14,1503.63,Credit Card
1131,136,2022-12-13,854.49,Bank Transfer
1132,1183,2024-07-29,1212.84,PayPal
1133,1436,2025-02-16,40.21,PayPal
1134,1507,2024-01-04,1262.06,Credit Card
1135,262,2022-12-28,91.51,PayPal
1136,104,2024-04-12,568.46,PayPal
1137,449,2023-11-28,1707.7,PayPal
1138,1469,2023-03-01,889.04,Bank Transfer
1139,1742,2025-06-21,1862.13,Credit Card
1140,500,2023-02-19,758.4,PayPal
1141,85,2023-03-16,1799.05,PayPal
1142,1031,2023-12-30,205.2,Bank Transfer
1143,1816,2024-09-27,113.13,Bank Transfer
1144,811,2024-02-26,410.14,Credit Card
1145,706,2024-07-16,1436.19,PayPal
1146,1915,2023-10-14,1659.79,Cash
1147,942,2025-03-07,724.6,Credit Card
1148,1252,2022-11-25,1083.79,PayPal
1149,1573,2025-06-22,160.65,Credit Card
1150,1335,2022-11-04,340.56,Credit Card
1151,852,2024-11-04,1371.62,Credit Card
1152,962,2022-12-22,611.11,Credit Card
1153,1763,2023-11-08,1890.88,PayPal
1154,245,2025-04-28,1889.34,Credit Card
1155,540,2024-09-15,510.92,Bank Transfer
1156,137,2025-03-02,1247.78,Cash
1157,333,2024-08-11,318.65,Credit Card
1158,1642,2024-12-14,1739.9,Credit Card
1159,860,2025-05-01,983.96,Credit Card
1160,752,2025-05-14,823.61,Bank Transfer
1161,1985,2024-12-07,1685.65,Cash
1162,944,2023-10-07,1909.01,Credit Card
1163,785,2022-10-10,483.06,Cash
1164,1905,2022-09-13,322.88,Cash
1165,742,2024-05-26,736.11,Bank Transfer
1166,1191,2023-05-01,588.14,Bank Transfer
1167,616,2023-11-01,1318.93,Cash
1168,1977,2023-03-24,874.34,PayPal
1169,1403,2023-12-14,626.22,PayPal
1170,1469,2023-12-01,464.95,Cash
1171,705,2022-09-25,36.9,Cash
1172,343,2024-10-19,918.16,PayPal
1173,1734,2024-11-05,354.51,PayPal
1174,889,2024-07-09,1766.49,Credit Card
1175,182,2024-06-26,605.13,PayPal
1176,524,2024-05-07,448.56,Cash
1177,1363,2024-01-21,292.14,Bank Transfer
1178,1927,2024-12-07,1316.0,Bank Transfer
1179,546,2023-04-01,1353.54,Credit Card
1180,1391,2024-11-06,1039.08,Credit Card
1181,1094,2024-10-20,1475.21,Credit Card
1182,1516,2024-03-01,1253.09,Cash
1183,303,2025-03-17,1286.15,Bank Transfer
1184,1859,2023-08-03,1644.91,Credit Card
1185,1348,2024-05-29,1209.55,Cash
1186,540,2024-02-06,456.79,Bank Transfer
1187,1649,2025-06-20,494.06,PayPal
1188,1475,2022-12-04,1932.07,Bank Transfer
1189,1940,2024-03-24,932.65,PayPal
1190,1821,2023-08-01,743.95,Credit Card
1191,747,2024-02-22,1072.62,PayPal
1192,503,2025-03-29,536.27,PayPal
1193,1945,2025-02-06,1634.17,PayPal
1194,159,2025-05-24,175.8,Bank Transfer
1195,1738,2024-08-29,1343.55,Cash
1196,831,2025-05-16,75.42,Bank Transfer
1197,758,2023-10-25,1729.86,Cash
1198,1877,2022-11-08,1385.86,Bank Transfer
1199,1023,2023-02-12,675.03,Cash
1200,823,2022-11-18,1181.92,Bank Transfer
1201,1479,2025-02-23,1548.74,Bank Transfer
1202,1940,2022-09-27,414.75,PayPal
1203,895,2023-01-04,754.02,Cash
1204,1756,2024-12-14,556.29,Cash
1205,1908,2024-08-07,1461.7,Cash
1206,1971,2024-08-14,1617.65,Cash
1207,428,2023-06-25,1813.77,PayPal
1208,162,2023-01-25,370.62,Bank Transfer
1209,758,2024-07-07,63.81,Credit Card
1210,1173,2022-12-08,677.44,Bank Transfer
1211,1041,2024-01-08,193.33,Bank Transfer
1212,380,2024-04-11,1525.63,PayPal
1213,662,2025-05-24,1577.32,Bank Transfer
1214,1180,2023-09-23,774.95,Bank Transfer
1215,1730,2022-12-31,904.43,Credit Card
1216,1748,2022-10-03,1846.82,Credit Card
1217,929,2025-08-09,1742.83,Bank Transfer
1218,280,2024-08-25,494.4,Credit Card
1219,545,2023-12-13,379.55,Credit Card
1220,1912,2025-04-13,1631.0,Credit Card
1221,1368,2024-08-03,1908.24,PayPal
1222,508,2024-09-23,1589.42,PayPal
1223,1928,2022-12-13,842.6,Credit Card
1224,617,2024-04-04,1557.97,Bank Transfer
1225,438,2024-08-25,1442.42,Credit Card
1226,928,2024-06-06,1141.81,PayPal
1227,1348,2024-07-02,1545.23,PayPal
1228,214,2023-05-11,1922.88,Credit Card
1229,62,2024-03-29,1077.63,Credit Card
1230,1016,2024-04-30,1881.49,Bank Transfer
1231,1884,2024-10-20,350.68,Credit Card
1232,163,2022-11-14,749.35,Cash
1233,190,2024-02-15,1833.98,Bank Transfer
1234,652,2022-11-16,329.71,Bank Transfer
1235,1671,2024-12-30,1939.53,Bank Transfer
1236,1514,2022-12-09,1794.6,Cash
1237,1822,2023-02-03,1813.57,Cash
1238,532,2023-07-18,548.78,Cash
1239,100,2025-06-16,242.61,PayPal
1240,1317,2023-02-06,1930.45,Credit Card
1241,1417,2024-05-02,1067.49,Bank Transfer
1242,1793,2023-08-09,1489.1,PayPal
1243,456,2024-01-20,1811.78,Cash
1244,928,2024-01-25,281.47,Cash
1245,820,2024-12-29,1370.3,Cash
1246,386,2023-08-31,406.06,Credit Card
1247,229,2024-10-28,571.74,Credit Card
1248,1323,2023-06-29,1658.28,Bank Transfer
1249,1670,2023-01-21,321.95,Cash
1250,1910,2025-08-13,1083.28,Credit Card
1251,1900,2023-03-03,1873.38,Bank Transfer
1252,1330,2023-10-13,1047.91,Credit Card
1253,75,2023-12-27,70.13,PayPal
1254,991,2023-06-03,1715.54,PayPal
1255,1494,2023-06-25,273.49,Bank Transfer
1256,382,2025-05-22,653.18,PayPal
1257,246,2024-07-19,862.34,Bank Transfer
1258,465,2024-10-29,1935.97,Credit Card
1259,1576,2022-11-05,1838.58,Cash
1260,1084,2024-07-16,1616.12,Credit Card
1261,1013,2024-06-06,1987.04,Credit Card
1262,407,2024-10-15,260.81,Cash
1263,1275,2023-09-07,704.81,PayPal
1264,1062,2023-06-16,1555.62,PayPal
1265,1857,2022-09-08,1447.27,PayPal
1266,1179,2024-10-05,1457.98,Cash
1267,1606,2023-02-25,507.34,PayPal
