OrderDetailID,OrderID,ProductID,Quantity,UnitPrice
1107,1493,802,5,49.36
1108,393,869,1,96.95
1109,1987,710,9,384.2
1110,1259,259,9,24.91
1111,1809,465,1,323.53
1112,1921,438,1,42.3
1113,1749,962,6,10.62
1114,886,865,7,46.95
1115,562,125,9,292.39
1116,956,508,6,97.72
1117,1060,778,1,444.34
1118,1811,739,4,106.23
1119,97,285,7,145.01
1120,1091,460,6,426.53
1121,11,402,4,464.9
1122,686,84,10,291.56
1123,1655,26,4,160.77
1124,1413,434,2,453.43
1125,1879,256,4,128.93
1126,337,338,5,483.8
1127,129,642,2,25.82
1128,58,492,7,31.36
1129,1655,25,10,137.53
1130,1633,642,6,25.82
1131,1722,257,4,418.8
1132,221,485,4,401.62
1133,1964,349,1,444.19
1134,1683,342,9,412.1
1135,1627,243,2,6.32
1136,1589,615,10,171.5
1137,899,783,2,153.14
1138,1281,458,10,170.65
1139,256,88,1,69.78
1140,1878,35,7,498.08
1141,642,912,2,27.74
1142,1603,131,1,336.96
1143,1883,822,8,18.32
1144,113,309,10,190.55
1145,1283,443,2,223.89
1146,209,694,1,112.86
1147,1146,54,5,221.86
1148,1741,391,7,189.46
1149,197,633,7,339.55
1150,478,886,10,152.37
1151,1613,676,10,235.37
1152,22,465,7,323.53
1153,951,815,7,72.38
1154,1803,636,10,281.25
1155,208,348,1,497.98
1156,930,530,6,401.57
1157,1204,198,2,39.13
1158,211,13,10,44.01
1159,1461,70,10,53.46
1160,1617,861,4,160.14
1161,1853,587,3,494.07
1162,1306,522,5,161.22
1163,728,432,8,169.87
1164,1485,636,8,281.25
1165,381,249,3,454.66
1166,1633,46,1,464.9
1167,262,320,10,289.53
1168,893,526,6,169.3
1169,638,598,9,29.09
1170,1589,150,3,78.05
1171,962,317,10,481.2
1172,703,299,6,313.51
1173,1988,9,9,173.42
1174,1202,674,3,288.57
1175,118,244,9,237.61
1176,1678,856,9,111.32
1177,1759,56,7,296.21
1178,705,201,4,355.12
1179,1312,931,4,86.24
1180,1609,71,6,484.65
1181,388,684,8,226.14
1182,1423,709,8,20.95
1183,1229,710,6,384.2
1184,1745,593,10,467.21
1185,1973,344,10,442.7
1186,614,429,6,221.17
1187,333,108,8,278.5
1188,1795,809,1,213.45
1189,1016,225,1,117.6
1190,1309,229,4,55.78
1191,956,639,4,140.36
1192,490,493,6,196.15
1193,1654,758,7,79.76
1194,421,410,3,300.13
1195,1692,7,6,114.12
1196,21,76,6,332.63
1197,62,569,2,261.46
1198,292,298,8,42.04
1199,399,647,10,123.44
1200,1870,784,6,418.15
1201,90,999,1,35.83
1202,408,203,5,405.06
1203,357,225,5,117.6
1204,1473,179,6,192.66
1205,1736,568,4,219.15
1206,366,201,1,355.12
1207,361,864,5,401.3
1208,1866,104,1,490.0
1209,1703,694,3,112.86
1210,777,671,2,241.34
1211,694,959,4,229.42
1212,625,468,4,214.59
1213,758,829,6,462.13
1214,1354,176,9,453.93
1215,1637,639,7,140.36
1216,1799,729,2,71.38
1217,243,148,3,443.64
1218,1628,195,4,55.44
1219,1091,388,6,334.23
1220,652,614,7,495.35
1221,1303,251,1,375.73
1222,1563,631,10,265.11
1223,388,875,9,255.19
1224,603,809,3,213.45
1225,672,254,1,249.43
1226,1290,815,5,72.38
1227,1788,130,9,344.99
1228,1984,599,8,441.76
1229,429,745,2,27.63
1230,1607,482,10,187.08
1231,133,172,9,246.67
1232,795,770,9,495.17
1233,767,511,9,198.27
1234,951,184,6,326.82
1235,1460,383,9,397.58
1236,1423,495,8,326.73
1237,971,275,10,83.4
1238,822,654,10,146.28
1239,1331,38,4,385.46
1240,450,917,4,329.02
1241,926,884,4,223.48
1242,811,224,5,300.41
1243,871,911,7,395.21
1244,1171,161,6,123.43
1245,522,564,2,41.51
1246,276,770,2,495.17
1247,605,456,9,459.38
1248,721,236,10,305.13
1249,85,477,9,405.48
1250,1273,345,7,114.58
1251,924,479,7,122.58
1252,838,377,8,344.62
1253,650,280,7,125.65
1254,51,184,8,326.82
1255,479,272,2,137.19
1256,736,924,2,175.07
1257,604,863,9,310.59
1258,1051,560,2,288.28
1259,1610,284,4,467.45
1260,202,122,2,178.82
1261,738,40,9,438.55
1262,411,342,4,412.1
1263,1383,338,5,483.8
1264,620,764,5,253.6
1265,391,723,10,193.67
1266,283,876,9,248.4
1267,1869,268,1,433.13
1268,1578,307,5,348.53
1269,1685,355,7,188.41
1270,1938,416,10,298.6
1271,1552,672,1,134.09
1272,967,670,9,203.41
1273,1559,975,3,465.92
1274,1773,408,4,212.82
1275,465,741,4,269.16
1276,972,240,9,54.12
1277,1203,805,9,363.8
1278,1552,480,8,377.43
1279,698,811,2,250.42
1280,642,867,4,348.25
1281,879,789,7,304.56
1282,430,450,8,98.18
1283,1747,572,1,129.05
1284,768,143,10,331.13
1285,1790,132,5,474.69
1286,1932,756,1,29.01
1287,1024,830,6,274.1
1288,696,231,7,482.92
1289,872,703,7,93.34
1290,1563,798,9,50.3
1291,614,334,10,457.45
1292,48,582,1,478.54
1293,1889,143,3,331.13
1294,1952,339,10,49.7
1295,1290,819,10,166.31
1296,1872,623,10,89.4
1297,1776,401,7,339.11
1298,419,972,7,118.06
1299,131,548,7,457.2
1300,386,487,2,467.48
1301,674,584,8,34.66
1302,1309,917,5,329.02
1303,191,176,2,453.93
1304,1383,567,3,321.7
1305,66,847,10,153.63
1306,1001,28,3,136.12
1307,408,72,7,87.32
1308,582,211,4,280.12
1309,597,676,9,235.37
1310,144,466,1,352.9
1311,755,531,1,218.15
1312,352,335,7,374.55
1313,801,161,2,123.43
1314,265,550,7,348.52
1315,980,761,2,246.49
1316,797,979,4,287.91
1317,267,892,4,407.7
1318,635,443,8,223.89
1319,326,619,10,399.39
1320,1924,318,10,423.43
1321,416,515,8,386.89
1322,565,207,1,287.08
1323,293,457,2,341.05
1324,1689,409,10,159.26
1325,1654,253,9,204.24
1326,674,933,10,344.85
1327,1801,503,8,397.98
1328,948,590,1,227.55
1329,1510,94,5,353.25
1330,1324,903,8,204.41
1331,711,718,5,492.92
1332,801,628,3,253.4
1333,851,256,3,128.93
1334,1844,633,7,339.55
1335,938,394,3,470.86
1336,1431,583,2,206.02
1337,806,716,1,290.17
1338,491,907,3,333.75
1339,561,904,9,468.49
1340,598,683,2,341.77
1341,1430,744,4,457.59
1342,1862,506,7,360.68
1343,1561,567,2,321.7
1344,756,79,2,33.3
1345,1034,785,6,169.21
1346,840,462,3,458.79
1347,518,213,9,380.29
1348,92,474,1,332.65
1349,150,655,8,327.89
1350,781,352,7,364.67
1351,1753,200,7,219.59
1352,78,11,5,424.51
1353,235,727,3,403.86
1354,670,687,8,79.18
1355,993,473,2,418.38
1356,170,562,4,202.09
1357,1462,973,8,430.05
1358,288,483,5,233.53
1359,1724,166,3,273.59
1360,1718,19,10,137.15
1361,206,182,5,418.28
1362,255,548,7,457.2
1363,345,80,1,460.1
1364,1388,280,3,125.65
1365,903,367,3,433.89
1366,444,732,1,137.89
1367,1829,692,9,233.88
1368,443,453,1,46.74
1369,1714,651,9,489.07
1370,1313,679,2,309.24
1371,800,707,5,127.52
1372,910,54,10,221.86
1373,10,50,7,473.69
1374,1572,207,4,287.08
1375,768,931,4,86.24
1376,410,94,1,353.25
1377,864,29,1,271.79
1378,691,841,4,79.62
1379,1393,686,2,451.93
1380,452,982,2,439.11
1381,1633,856,3,111.32
1382,1483,172,1,246.67
1383,852,525,2,181.7
1384,1671,335,6,374.55
1385,1152,642,4,25.82
1386,1280,213,9,380.29
1387,810,962,7,10.62
1388,248,238,4,152.19
1389,217,366,6,129.07
1390,356,16,7,387.67
1391,1340,324,1,250.88
1392,798,218,8,277.44
1393,451,68,5,213.83
1394,1332,639,6,140.36
1395,90,69,4,437.87
1396,842,309,10,190.55
1397,1024,105,9,278.08
1398,1621,945,10,467.29
1399,352,258,2,499.79
1400,1229,333,7,253.39
1401,1389,947,3,382.55
1402,681,180,6,172.06
1403,1744,683,8,341.77
1404,139,344,1,442.7
1405,1247,934,10,448.81
1406,920,392,9,295.3
1407,1312,760,4,467.28
1408,1032,602,1,383.11
1409,477,22,10,138.62
1410,1555,919,2,201.19
1411,633,243,7,6.32
1412,1551,250,10,34.52
1413,163,62,3,125.28
1414,768,511,5,198.27
1415,414,156,7,308.26
1416,419,658,1,498.6
1417,488,946,10,213.33
1418,1938,455,6,263.76
1419,275,285,6,145.01
1420,1319,806,1,262.95
1421,1067,811,7,250.42
1422,1328,833,5,330.51
1423,1538,25,4,137.53
1424,1735,751,6,483.42
1425,702,249,4,454.66
1426,1105,56,4,296.21
1427,1642,704,4,68.04
1428,1246,894,7,88.35
1429,1068,330,3,185.61
1430,906,645,1,139.21
1431,133,891,8,216.94
1432,144,977,4,212.59
1433,107,650,3,342.19
1434,1922,210,3,143.43
1435,188,178,10,434.09
1436,1125,852,4,399.89
1437,484,520,2,389.21
1438,873,743,8,53.81
1439,638,169,4,193.29
1440,502,435,3,479.32
1441,1241,255,5,445.26
1442,585,591,8,148.65
1443,1982,651,4,489.07
1444,557,884,8,223.48
1445,164,974,6,238.52
1446,816,387,3,366.16
1447,965,452,7,406.43
1448,1035,625,7,124.89
1449,1558,160,8,384.08
1450,41,781,7,12.75
1451,876,875,2,255.19
1452,1555,929,5,322.58
1453,1219,551,3,72.19
1454,1133,745,3,27.63
1455,527,390,8,51.15
1456,627,465,5,323.53
1457,769,576,10,314.12
1458,985,74,6,192.59
1459,280,733,8,24.58
1460,401,159,4,377.13
1461,9,14,9,443.3
1462,1496,743,6,53.81
1463,1007,415,7,217.81
1464,1926,405,6,435.58
1465,787,502,5,65.31
1466,1313,603,2,30.32
1467,838,907,1,333.75
1468,1888,128,7,450.25
1469,1910,580,3,211.21
1470,398,782,7,377.37
1471,1961,262,6,484.68
1472,1044,727,8,403.86
1473,1301,706,6,274.5
1474,1427,60,7,245.28
1475,1898,435,4,479.32
1476,497,490,1,50.4
1477,1888,833,6,330.51
1478,1293,724,1,211.08
1479,1429,682,3,401.99
1480,536,620,8,18.19
1481,1934,698,3,384.08
1482,521,254,10,249.43
1483,1185,975,3,465.92
1484,26,120,2,16.71
1485,1320,729,7,71.38
1486,815,724,10,211.08
1487,1996,923,2,341.59
1488,1062,932,4,315.9
1489,1795,434,3,453.43
1490,1700,438,5,42.3
1491,1417,310,9,208.97
1492,1982,546,7,326.53
1493,1201,316,7,472.89
1494,1542,898,2,352.21
1495,224,652,10,467.84
1496,1591,817,6,484.52
1497,1668,147,5,425.62
1498,1534,215,7,150.65
1499,1432,316,1,472.89
1500,345,836,8,483.03
1501,4,100,2,427.19
1502,1585,714,7,121.0
1503,1076,427,5,15.32
1504,1502,442,3,161.49
1505,362,384,3,439.46
1506,1442,138,4,309.68
1507,997,187,9,67.48
1508,1943,113,8,488.22
1509,1162,834,4,308.28
1510,381,206,1,143.07
1511,1536,188,4,474.14
1512,532,924,7,175.07
1513,903,642,10,25.82
1514,224,890,3,178.56
1515,164,301,2,193.1
1516,774,128,5,450.25
1517,132,351,1,473.26
1518,1200,241,8,109.46
1519,994,689,2,246.97
1520,20,63,5,51.69
1521,1540,979,1,287.91
1522,1363,597,1,483.51
1523,199,217,9,278.97
1524,1622,8,7,380.61
1525,1235,533,5,332.16
1526,1909,498,8,227.06
1527,1551,346,10,455.15
1528,880,345,6,114.58
1529,1397,912,6,27.74
1530,646,837,4,53.81
1531,1928,370,7,372.15
1532,776,626,1,99.44
1533,1998,365,6,142.25
1534,1652,103,1,6.76
1535,936,892,7,407.7
1536,1486,856,3,111.32
1537,53,617,2,408.8
1538,1780,544,5,189.15
1539,1948,717,4,410.1
1540,755,463,10,332.76
1541,1406,675,8,347.92
1542,1055,424,4,220.93
1543,7,654,6,146.28
1544,35,649,6,209.58
1545,1789,47,6,33.67
1546,1389,455,4,263.76
1547,1243,497,7,416.4
1548,1514,628,2,253.4
1549,714,439,8,249.59
1550,1349,878,2,149.58
1551,1504,395,5,484.36
1552,1244,200,3,219.59
1553,1782,533,10,332.16
1554,1608,878,9,149.58
1555,66,131,8,336.96
1556,1632,90,5,231.85
1557,1705,690,9,405.3
1558,1792,479,3,122.58
1559,1836,457,2,341.05
1560,988,679,9,309.24
1561,494,250,4,34.52
1562,350,772,2,380.99
1563,217,446,1,416.69
1564,329,952,6,45.8
1565,1849,393,5,336.66
1566,452,737,5,481.23
1567,1364,488,2,146.11
1568,1363,140,9,217.79
1569,1298,743,8,53.81
1570,186,815,6,72.38
1571,1786,230,10,237.35
1572,1570,947,10,382.55
1573,133,660,6,9.59
1574,773,933,7,344.85
1575,1340,658,9,498.6
1576,1979,877,7,87.79
1577,1656,239,4,286.47
1578,531,119,5,156.07
1579,180,115,2,402.11
1580,697,759,10,189.73
1581,1920,193,2,201.34
1582,1174,377,3,344.62
1583,1748,321,7,489.08
1584,1182,755,1,264.35
1585,637,64,10,214.67
1586,1097,195,7,55.44
1587,868,328,6,53.1
1588,1634,696,3,467.62
1589,1065,680,10,80.83
1590,1210,228,2,472.32
1591,810,10,9,55.59
1592,1746,472,6,422.99
1593,297,836,5,483.03
1594,1715,225,8,117.6
1595,1393,467,3,456.66
1596,1232,291,3,26.61
1597,1530,682,1,401.99
1598,1227,328,5,53.1
1599,1029,706,2,274.5
1600,561,869,10,96.95
1601,980,647,4,123.44
1602,1014,299,7,313.51
1603,121,830,6,274.1
1604,313,848,4,16.18
1605,1737,751,4,483.42
1606,1435,754,1,458.87
1607,1891,887,3,177.55
1608,1755,500,7,470.41
1609,613,835,3,325.14
1610,45,562,7,202.09
1611,692,433,8,318.45
1612,714,776,7,488.78
1613,801,74,9,192.59
1614,1489,290,5,194.57
1615,1427,946,4,213.33
1616,1436,877,9,87.79
1617,807,100,3,427.19
1618,663,771,10,414.89
1619,1774,825,1,252.16
1620,1741,958,5,126.02
1621,938,671,3,241.34
1622,1183,141,8,164.51
1623,1426,495,5,326.73
1624,1838,149,4,349.7
1625,447,824,4,39.23
1626,1506,667,1,396.43
1627,742,744,10,457.59
1628,209,695,3,175.54
1629,772,974,7,238.52
1630,1392,862,3,295.57
1631,1897,58,2,118.33
1632,729,998,8,410.88
1633,368,968,1,43.15
1634,241,528,6,172.82
1635,1216,445,3,233.56
1636,1285,740,7,164.2
1637,502,35,2,498.08
1638,494,407,8,50.42
1639,620,705,10,489.35
1640,1955,177,7,18.42
1641,1589,709,2,20.95
1642,1593,475,7,69.87
1643,564,648,8,116.71
1644,753,12,2,366.22
1645,239,85,2,212.52
1646,1002,657,9,211.85
1647,461,24,10,118.38
1648,1174,587,8,494.07
1649,561,711,2,107.01
1650,1627,608,3,469.78
1651,787,496,7,23.96
1652,612,586,3,159.73
1653,204,334,2,457.45
1654,1462,931,9,86.24
1655,379,416,1,298.6
1656,807,570,9,164.72
1657,1605,832,9,457.63
1658,1001,66,9,204.3
1659,1715,599,9,441.76
1660,1462,839,2,114.41
1661,1544,772,4,380.99
1662,1978,675,2,347.92
1663,371,883,10,412.19
1664,1424,185,1,378.35
1665,1137,458,6,170.65
1666,252,41,3,256.3
1667,1178,212,3,124.47
1668,180,576,5,314.12
1669,1744,772,1,380.99
1670,174,128,9,450.25
1671,612,373,9,114.67
1672,352,434,1,453.43
1673,509,308,1,165.57
1674,1938,969,9,32.44
1675,1853,802,5,49.36
1676,1350,547,8,369.16
1677,287,591,8,148.65
1678,1424,321,9,489.08
1679,1866,361,10,125.57
1680,1103,523,4,494.62
1681,1409,102,1,318.97
1682,486,38,4,385.46
1683,291,307,4,348.53
1684,1961,138,10,309.68
1685,1131,222,10,99.81
1686,736,285,3,145.01
1687,1494,638,7,161.94
1688,153,564,5,41.51
1689,534,391,3,189.46
1690,820,468,2,214.59
1691,1935,261,7,498.49
1692,1926,712,3,225.99
1693,1098,209,2,246.34
1694,1290,751,5,483.42
1695,1297,714,4,121.0
1696,1464,382,10,229.59
1697,1347,664,9,140.05
1698,1239,168,7,473.3
1699,1683,158,6,373.11
1700,1614,445,7,233.56
1701,54,988,10,79.53
1702,507,80,5,460.1
1703,256,545,2,73.16
1704,1401,562,7,202.09
1705,136,338,2,483.8
1706,744,932,6,315.9
1707,1594,280,3,125.65
1708,1780,818,4,318.29
1709,561,11,2,424.51
1710,773,993,4,212.81
1711,776,975,2,465.92
1712,1604,948,2,13.26
1713,360,540,5,75.68
1714,1206,842,8,151.24
1715,196,542,6,186.33
1716,1435,586,5,159.73
1717,1130,278,10,466.66
1718,203,919,1,201.19
1719,350,326,7,99.12
1720,371,354,9,469.83
1721,1130,609,7,303.22
1722,977,607,3,199.98
1723,531,10,9,55.59
1724,1461,160,3,384.08
1725,293,388,10,334.23
1726,1507,274,1,486.71
1727,1881,743,6,53.81
1728,1449,797,4,371.13
1729,1389,624,7,388.43
1730,1448,469,3,157.89
1731,899,363,8,295.26
1732,1029,294,5,482.59
1733,1951,439,9,249.59
1734,1929,736,4,478.72
1735,626,651,2,489.07
1736,1941,313,7,119.93
1737,1579,321,2,489.08
1738,1300,82,2,299.54
1739,1495,246,2,345.26
1740,339,590,1,227.55
1741,174,762,5,208.61
1742,1135,952,8,45.8
1743,1656,896,1,408.51
1744,1971,972,7,118.06
1745,1387,521,3,104.79
1746,983,510,9,256.13
1747,1404,694,9,112.86
1748,1430,128,7,450.25
1749,29,632,4,456.5
1750,1866,852,1,399.89
1751,1463,436,9,55.89
1752,1536,354,4,469.83
1753,1514,678,9,346.69
1754,1401,624,1,388.43
1755,1244,460,3,426.53
1756,1382,953,9,80.58
1757,1851,231,3,482.92
1758,154,376,3,499.3
1759,1053,362,1,38.96
1760,866,508,7,97.72
1761,350,383,2,397.58
1762,693,936,4,160.68
1763,1704,553,2,483.94
1764,595,307,8,348.53
1765,602,272,4,137.19
1766,5,756,10,29.01
1767,807,223,5,363.67
1768,1903,956,9,342.12
1769,1692,915,1,497.87
1770,1916,475,10,69.87
1771,1738,500,1,470.41
1772,729,7,10,114.12
1773,943,337,5,430.77
1774,725,110,1,108.99
1775,717,912,3,27.74
1776,824,364,1,388.31
1777,208,442,8,161.49
1778,405,87,9,359.51
1779,1054,921,3,353.33
1780,842,127,8,221.01
1781,15,160,5,384.08
1782,464,482,7,187.08
1783,767,307,6,348.53
1784,878,914,3,230.98
1785,1099,832,5,457.63
1786,223,450,8,98.18
1787,332,144,6,318.31
1788,1531,445,1,233.56
1789,736,905,4,167.01
1790,227,195,5,55.44
1791,83,137,7,470.48
1792,863,762,6,208.61
1793,1846,33,3,315.59
1794,1365,204,8,235.11
1795,1966,682,5,401.99
1796,244,432,8,169.87
1797,1127,508,3,97.72
1798,666,770,7,495.17
1799,1028,744,7,457.59
1800,270,113,2,488.22
1801,1624,22,3,138.62
1802,319,353,9,54.02
1803,28,786,4,396.3
1804,107,695,6,175.54
1805,880,1000,10,149.38
1806,1511,9,7,173.42
1807,984,297,5,76.36
1808,996,85,7,212.52
1809,508,633,3,339.55
1810,1494,524,3,23.13
1811,511,288,2,382.62
1812,1770,270,4,97.85
1813,1365,841,7,79.62
1814,407,486,2,322.38
1815,1436,748,9,102.11
1816,1252,186,4,420.42
1817,1751,606,3,341.8
1818,470,124,3,62.09
1819,822,40,5,438.55
1820,394,952,3,45.8
1821,874,19,10,137.15
1822,409,94,1,353.25
1823,779,418,9,8.81
1824,628,717,4,410.1
1825,455,345,7,114.58
1826,982,63,9,51.69
1827,875,660,1,9.59
1828,624,113,5,488.22
1829,745,288,6,382.62
1830,1458,429,4,221.17
1831,656,917,1,329.02
1832,373,42,1,421.63
1833,107,677,6,253.75
1834,435,293,8,397.23
1835,574,931,10,86.24
1836,207,442,3,161.49
1837,517,972,8,118.06
1838,745,343,5,339.04
1839,229,100,1,427.19
1840,1399,566,3,175.53
1841,679,370,6,372.15
1842,1522,798,10,50.3
1843,1084,620,6,18.19
1844,488,666,5,360.71
1845,431,599,7,441.76
1846,179,909,2,249.88
1847,268,645,10,139.21
1848,247,43,10,80.66
1849,1984,935,4,296.84
1850,396,722,8,486.28
1851,1896,102,2,318.97
1852,1929,560,10,288.28
1853,703,309,8,190.55
1854,1559,207,9,287.08
1855,1477,158,1,373.11
1856,262,197,7,176.87
1857,1128,729,5,71.38
1858,1826,899,9,357.14
1859,1998,356,6,428.45
1860,919,645,2,139.21
1861,1866,447,2,309.43
1862,989,430,9,296.49
1863,1908,976,9,402.54
1864,1620,23,3,280.69
1865,1228,281,3,99.35
1866,594,47,10,33.67
1867,125,814,4,222.91
1868,1517,835,7,325.14
1869,1014,702,9,70.83
1870,1783,526,2,169.3
1871,339,449,9,227.62
1872,787,576,7,314.12
1873,821,622,5,117.63
1874,424,189,1,384.61
1875,328,586,4,159.73
1876,1213,714,1,121.0
1877,1801,951,9,384.72
1878,933,516,9,71.04
1879,531,311,4,91.66
1880,607,726,5,425.42
1881,1131,122,3,178.82
1882,459,47,9,33.67
1883,488,299,1,313.51
1884,1310,152,5,261.39
1885,1900,137,5,470.48
1886,1789,810,1,129.59
1887,1316,255,4,445.26
1888,1095,119,1,156.07
1889,1329,356,10,428.45
1890,1992,378,6,41.38
1891,171,970,9,187.01
1892,541,740,3,164.2
1893,837,920,10,378.84
1894,604,333,1,253.39
1895,1282,836,1,483.03
1896,1688,365,4,142.25
1897,1497,989,5,120.33
1898,362,263,1,169.99
1899,1101,674,10,288.57
1900,218,740,7,164.2
1901,1937,670,5,203.41
1902,1782,642,10,25.82
1903,1129,212,8,124.47
1904,452,333,5,253.39
1905,418,596,7,49.57
1906,319,457,4,341.05
1907,1495,744,7,457.59
1908,755,152,8,261.39
1909,192,508,3,97.72
1910,941,190,3,482.05
1911,387,584,8,34.66
1912,1932,747,3,291.68
1913,1327,289,1,435.45
1914,636,167,3,417.28
1915,1675,404,10,461.16
1916,385,72,3,87.32
1917,148,437,4,303.19
1918,932,931,7,86.24
1919,206,742,9,183.02
1920,282,745,1,27.63
1921,1236,103,7,6.76
1922,787,22,2,138.62
1923,1693,14,1,443.3
1924,271,255,2,445.26
1925,549,147,10,425.62
1926,28,812,1,57.95
1927,1962,811,2,250.42
1928,1111,754,6,458.87
1929,1747,725,2,96.02
1930,415,143,8,331.13
1931,1556,577,8,422.05
1932,1671,168,5,473.3
1933,680,491,3,442.89
1934,500,58,9,118.33
1935,1418,274,9,486.71
1936,253,22,1,138.62
1937,211,558,5,492.64
1938,211,524,7,23.13
1939,291,2,4,74.07
1940,50,233,7,290.63
1941,790,151,6,390.32
1942,1343,294,4,482.59
1943,1888,901,7,138.01
1944,1407,906,2,51.11
1945,1008,174,2,400.08
1946,460,105,5,278.08
1947,732,79,10,33.3
1948,684,122,6,178.82
1949,1891,947,2,382.55
1950,1835,45,10,301.48
1951,310,183,7,272.01
1952,1087,343,10,339.04
1953,372,696,7,467.62
1954,308,915,5,497.87
1955,1280,838,5,261.8
1956,714,897,2,459.79
1957,556,939,8,18.28
1958,1356,378,5,41.38
1959,1661,929,2,322.58
1960,1616,3,3,446.63
1961,1593,672,3,134.09
1962,656,152,7,261.39
1963,915,739,8,106.23
1964,1669,69,2,437.87
1965,1184,438,5,42.3
1966,297,93,6,187.92
1967,262,187,7,67.48
1968,723,327,8,384.9
1969,869,493,7,196.15
1970,1233,813,6,169.45
1971,284,822,4,18.32
1972,785,429,9,221.17
1973,1019,552,9,449.85
1974,1009,546,9,326.53
1975,1683,236,7,305.13
1976,172,595,7,251.89
1977,1080,592,4,127.89
1978,1440,90,4,231.85
1979,741,3,4,446.63
1980,1743,18,6,85.51
1981,1144,486,3,322.38
1982,1887,113,1,488.22
1983,1867,358,6,202.08
1984,1739,870,3,459.98
1985,604,472,3,422.99
1986,1711,874,9,72.58
1987,1991,954,7,258.1
1988,497,216,4,156.57
1989,115,765,3,404.05
1990,241,986,3,297.89
1991,774,751,1,483.42
1992,1426,989,7,120.33
1993,762,56,2,296.21
1994,1358,596,2,49.57
1995,977,858,10,400.75
1996,1783,162,1,146.44
1997,301,375,3,154.31
1998,162,251,2,375.73
1999,26,583,7,206.02
2000,307,784,3,418.15
2001,963,762,3,208.61
2002,1533,541,5,22.23
2003,963,422,6,252.63
2004,910,801,1,279.6
2005,588,114,3,17.27
2006,123,903,1,204.41
2007,1238,770,3,495.17
2008,1031,165,1,110.91
2009,812,853,7,322.04
2010,1393,971,8,447.66
2011,1135,729,5,71.38
2012,1883,586,9,159.73
2013,627,727,4,403.86
2014,868,954,3,258.1
2015,557,997,2,292.48
2016,1069,387,3,366.16
2017,1522,217,7,278.97
2018,1268,58,4,118.33
2019,804,189,9,384.61
2020,1240,862,2,295.57
2021,1673,710,8,384.2
2022,978,321,7,489.08
2023,1695,390,3,51.15
2024,112,823,6,108.78
2025,1325,435,4,479.32
2026,553,112,2,375.99
2027,160,372,10,259.05
2028,1595,867,6,348.25
2029,58,246,5,345.26
2030,334,555,2,446.21
2031,134,217,10,278.97
2032,23,775,5,423.44
2033,385,565,4,41.71
2034,1308,952,1,45.8
2035,493,276,2,206.96
2036,1168,579,1,136.0
2037,1155,810,8,129.59
2038,94,50,6,473.69
2039,191,967,5,36.62
2040,18,366,5,129.07
2041,1964,408,9,212.82
2042,400,323,7,486.93
2043,1487,365,3,142.25
2044,1440,691,2,210.64
2045,679,418,9,8.81
2046,207,515,3,386.89
2047,49,602,7,383.11
2048,977,601,1,71.3
2049,595,166,3,273.59
2050,1398,475,2,69.87
2051,1813,641,2,477.53
2052,1952,736,4,478.72
2053,1812,221,3,270.25
2054,1575,736,3,478.72
2055,1974,514,9,124.36
2056,1493,624,9,388.43
2057,1906,788,6,53.35
2058,917,805,3,363.8
2059,695,298,6,42.04
2060,1277,877,7,87.79
2061,82,913,7,66.5
2062,490,214,10,357.36
2063,1243,77,3,151.87
2064,1162,643,8,176.45
2065,200,825,1,252.16
2066,293,785,5,169.21
2067,1121,889,2,108.89
2068,1022,97,8,62.14
2069,643,174,5,400.08
2070,331,70,5,53.46
2071,1181,373,6,114.67
2072,183,73,3,433.0
2073,1456,791,8,140.3
2074,529,485,5,401.62
2075,1563,898,8,352.21
2076,1332,947,3,382.55
2077,1925,127,10,221.01
2078,1000,41,6,256.3
2079,1760,294,7,482.59
2080,838,878,10,149.58
2081,1879,697,3,147.11
2082,903,376,9,499.3
2083,1731,640,6,273.88
2084,766,86,7,161.6
2085,1037,461,5,170.01
2086,1797,897,1,459.79
2087,1272,660,1,9.59
2088,1518,810,4,129.59
2089,1434,841,9,79.62
2090,17,159,2,377.13
2091,596,385,3,217.88
2092,1168,409,2,159.26
2093,457,398,8,423.46
2094,1371,96,6,466.22
2095,955,480,9,377.43
2096,1844,838,8,261.8
2097,224,88,3,69.78
2098,1499,111,7,180.07
2099,1574,444,4,32.81
2100,823,337,2,430.77
2101,650,351,10,473.26
2102,996,218,8,277.44
2103,235,286,8,499.46
2104,79,559,3,396.23
2105,1943,482,3,187.08
2106,1312,219,6,139.1
2107,1164,33,10,315.59
2108,1586,390,1,51.15
2109,1918,828,6,242.22
2110,1618,441,8,319.47
2111,438,56,4,296.21
2112,1778,24,7,118.38
2113,553,259,3,24.91
2114,172,146,2,17.09
2115,561,415,2,217.81
2116,611,895,8,288.5
2117,1785,430,9,296.49
2118,439,686,5,451.93
2119,377,851,1,282.13
2120,190,917,7,329.02
2121,701,987,5,367.57
2122,337,204,6,235.11
2123,1930,430,8,296.49
2124,974,549,3,353.5
2125,1978,714,7,121.0
2126,727,935,10,296.84
2127,797,843,1,416.5
2128,1149,802,10,49.36
2129,407,80,10,460.1
2130,1263,149,6,349.7
2131,1361,844,6,159.39
2132,30,155,8,299.75
2133,1913,152,8,261.39
2134,1771,325,2,305.5
2135,1623,994,7,357.27
2136,539,534,1,360.24
2137,923,966,3,170.83
2138,1300,461,10,170.01
2139,200,38,4,385.46
2140,1528,193,7,201.34
2141,1427,560,3,288.28
